"Day","Items","Note","Amount"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"46","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"46","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"46","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"46","Salary Expense","Cash Payment - Salary Expense","20647"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7335","300"
"46","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7528","200"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","296"
"46","Rental Expense","Cash Payment - RentalNew York","2680"
"46","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","942"
"46","Rental Expense","Cash Payment - RentalDetroit","1200"
"46","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"46","Rental Expense","Cash Payment - RentalChicago","1480"
"46","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"45","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","300"
"45","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","300"
"45","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"45","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"45","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"45","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"45","Salary Expense","Cash Payment - Salary Expense","20297"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7298","200"
"45","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7317","500"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"45","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","666"
"45","Rental Expense","Cash Payment - RentalNew York","2680"
"45","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","957"
"45","Rental Expense","Cash Payment - RentalDetroit","1200"
"45","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"45","Rental Expense","Cash Payment - RentalChicago","1480"
"45","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"44","Human Resource Expense","Counselled","2000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"44","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"44","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"44","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"44","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"44","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"44","Salary Expense","Cash Payment - Salary Expense","20647"
"44","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 7121","400"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1110"
"44","Rental Expense","Cash Payment - RentalNew York","2680"
"44","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1314"
"44","Rental Expense","Cash Payment - RentalDetroit","1200"
"44","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"44","Rental Expense","Cash Payment - RentalChicago","1480"
"44","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"43","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"43","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"43","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"43","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"43","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"43","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"43","Salary Expense","Cash Payment - Salary Expense","20647"
"43","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6758","200"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee New York","1554"
"43","Rental Expense","Cash Payment - RentalNew York","2680"
"43","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1320"
"43","Rental Expense","Cash Payment - RentalDetroit","1200"
"43","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"43","Rental Expense","Cash Payment - RentalChicago","1480"
"43","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"42","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"42","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"42","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"42","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"42","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"42","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"42","Salary Expense","Cash Payment - Salary Expense","20647"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6578","200"
"42","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6736","400"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"42","Rental Expense","Cash Payment - RentalNew York","2680"
"42","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1323"
"42","Rental Expense","Cash Payment - RentalDetroit","1200"
"42","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"42","Rental Expense","Cash Payment - RentalChicago","1480"
"42","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"41","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"41","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"41","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"41","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"41","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"41","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"41","Salary Expense","Cash Payment - Salary Expense","21072"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6522","200"
"41","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6551","200"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"41","Rental Expense","Cash Payment - RentalNew York","2680"
"41","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","624"
"41","Rental Expense","Cash Payment - RentalDetroit","1200"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","142"
"41","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"41","Rental Expense","Cash Payment - RentalChicago","1480"
"41","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"40","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"40","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"40","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"40","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"40","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"40","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"40","Salary Expense","Cash Payment - Salary Expense","21072"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6288","200"
"40","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6378","200"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"40","Rental Expense","Cash Payment - RentalNew York","2680"
"40","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1344"
"40","Rental Expense","Cash Payment - RentalDetroit","1200"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","142"
"40","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"40","Rental Expense","Cash Payment - RentalChicago","1480"
"40","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"39","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"39","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"39","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"39","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"39","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"39","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"39","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"39","Salary Expense","Cash Payment - Salary Expense","20232"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"39","Rental Expense","Cash Payment - RentalNew York","2680"
"39","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","858"
"39","Rental Expense","Cash Payment - RentalDetroit","1200"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","142"
"39","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"39","Rental Expense","Cash Payment - RentalChicago","1480"
"39","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"38","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"38","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"38","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"38","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"38","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"38","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"38","Salary Expense","Cash Payment - Salary Expense","19846"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6008","200"
"38","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 6033","200"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"38","Rental Expense","Cash Payment - RentalNew York","2680"
"38","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1023"
"38","Rental Expense","Cash Payment - RentalDetroit","1200"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","355"
"38","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","39"
"38","Rental Expense","Cash Payment - RentalChicago","1480"
"38","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"37","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"37","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"37","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"37","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"37","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"37","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"37","Salary Expense","Cash Payment - Salary Expense","19846"
"37","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5819","300"
"37","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5847","100"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"37","Rental Expense","Cash Payment - RentalNew York","2680"
"37","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1032"
"37","Rental Expense","Cash Payment - RentalDetroit","1200"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","497"
"37","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","273"
"37","Rental Expense","Cash Payment - RentalChicago","1480"
"37","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"36","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","60000"
"36","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"36","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"36","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"36","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"36","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"36","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"36","Salary Expense","Cash Payment - Salary Expense","19846"
"36","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5644","400"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"36","Rental Expense","Cash Payment - RentalNew York","2680"
"36","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1188"
"36","Rental Expense","Cash Payment - RentalDetroit","1200"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","568"
"36","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"36","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","468"
"36","Rental Expense","Cash Payment - RentalChicago","1480"
"36","Rental Expense","Cash Payment - RentalSan Francisco","2240"
"35","Human Resource Expense","Staff Dismiss","31000"
"35","Human Resource Expense","Attended Training","15000"
"35","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","200"
"35","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","200"
"35","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"35","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"35","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"35","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"35","Salary Expense","Cash Payment - Salary Expense","18851"
"35","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5465","400"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"35","Rental Expense","Cash Payment - RentalNew York","2680"
"35","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1203"
"35","Rental Expense","Cash Payment - RentalDetroit","1200"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","568"
"35","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"35","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","507"
"35","Rental Expense","Cash Payment - RentalChicago","1480"
"34","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"34","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"34","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"34","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"34","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"34","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"34","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"34","Salary Expense","Cash Payment - Salary Expense","19661"
"34","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5282","100"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"34","Rental Expense","Cash Payment - RentalNew York","2680"
"34","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1218"
"34","Rental Expense","Cash Payment - RentalDetroit","1200"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","710"
"34","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"34","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","546"
"34","Rental Expense","Cash Payment - RentalChicago","1480"
"33","Human Resource Expense","Cash Payment - Staff Recruiting","15000"
"33","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"33","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"33","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"33","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"33","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"33","Salary Expense","Cash Payment - Salary Expense","19348"
"33","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 5095","200"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"33","Rental Expense","Cash Payment - RentalNew York","2680"
"33","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1365"
"33","Rental Expense","Cash Payment - RentalDetroit","1200"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","781"
"33","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"33","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","546"
"33","Rental Expense","Cash Payment - RentalChicago","1480"
"32","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"32","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"32","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","200"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"32","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"32","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"32","Salary Expense","Cash Payment - Salary Expense","18980"
"32","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4930","200"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"32","Rental Expense","Cash Payment - RentalNew York","2680"
"32","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1083"
"32","Rental Expense","Cash Payment - RentalDetroit","600"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","781"
"32","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"32","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","624"
"32","Rental Expense","Cash Payment - RentalChicago","1480"
"31","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"31","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"31","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"31","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"31","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"31","Salary Expense","Cash Payment - Salary Expense","18980"
"31","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4555","200"
"31","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4740","300"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"31","Rental Expense","Cash Payment - RentalNew York","2680"
"31","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2394"
"31","Rental Expense","Cash Payment - RentalDetroit","600"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","781"
"31","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"31","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","624"
"31","Rental Expense","Cash Payment - RentalChicago","1480"
"30","Human Resource Expense","Attended Training","15000"
"30","Human Resource Expense","Attended Training","15000"
"30","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"30","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"30","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"30","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"30","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"30","Salary Expense","Cash Payment - Salary Expense","19790"
"30","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4174","200"
"30","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 3654","300"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"30","Rental Expense","Cash Payment - RentalNew York","2680"
"30","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2394"
"30","Rental Expense","Cash Payment - RentalDetroit","600"
"30","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","781"
"30","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"30","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","702"
"30","Rental Expense","Cash Payment - RentalChicago","1480"
"29","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"29","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"29","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"29","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"29","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"29","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"29","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"29","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"29","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"29","Salary Expense","Cash Payment - Salary Expense","19264"
"29","Shipping Expense","Cash Payment - Shipping Expense - Web Sales Order: 4363","100"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"29","Rental Expense","Cash Payment - RentalNew York","2680"
"29","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2388"
"29","Rental Expense","Cash Payment - RentalDetroit","600"
"29","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","923"
"29","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"29","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","702"
"29","Rental Expense","Cash Payment - RentalChicago","1480"
"28","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"28","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"28","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"28","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"28","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"28","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"28","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"28","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"28","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"28","Salary Expense","Cash Payment - Salary Expense","19264"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"28","Rental Expense","Cash Payment - RentalNew York","2680"
"28","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","2373"
"28","Rental Expense","Cash Payment - RentalDetroit","600"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","994"
"28","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"28","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","780"
"28","Rental Expense","Cash Payment - RentalChicago","1480"
"27","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"27","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"27","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"27","Salary Expense","Cash Payment - Salary Expense","19650"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"27","Rental Expense","Cash Payment - RentalNew York","2680"
"27","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1854"
"27","Rental Expense","Cash Payment - RentalDetroit","600"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Washington, D.C.","994"
"27","Rental Expense","Cash Payment - RentalWashington, D.C.","2440"
"27","Overflow Expense - Retail","Cash Payment - Overflow Fee Chicago","858"
"27","Rental Expense","Cash Payment - RentalChicago","1480"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","100"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash","100"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","300"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","100"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash","100"
"26","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","100"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","100"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash","100"
"26","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","100"
"26","Salary Expense","Cash Payment - Salary Expense","19650"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"26","Rental Expense","Cash Payment - RentalNew York","2680"
"26","Overflow Expense - Warehouse","Cash Payment - Overflow FeeDetroit","1854"
"26","Rental Expense","Cash Payment - RentalDetroit","600"
